,10.1.40.113,10.1.40.42,10.254.254.103,10.254.254.120,10.254.254.137,10.254.254.138,10.254.254.143,10.254.254.193,10.254.254.28,10.254.254.29,10.254.254.37,10.254.254.38,10.254.254.42,10.254.254.52,10.254.254.56,10.254.254.57,10.254.254.58,10.254.254.65,10.254.254.66,10.254.254.74,10.254.254.85,10.254.254.94
browser,None,None,None,"MozillaV5.0,FirefoxV2.0.0.6","MozillaV5.0,FirefoxV1.5.0.1",None,None,None,"MozillaV5.0,FirefoxV2.0.0.4","MozillaV5.0,FirefoxV1.5.0.12","MozillaV5.0,FirefoxV2.0.0.6",None,"MozillaV5.0,FirefoxV2.0.0.6",None,"MozillaV5.0,FirefoxV1.5.0.12","MozillaV5.0,FirefoxV2.0.0.6","MozillaV5.0,FirefoxV2.0.0.6",None,None,None,None,"MozillaV5.0,FirefoxV2.0.0.4"
date,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007,06/Aug/2007
degree,16,2,10,9,6,23,7,19,21,19,8,12,8,13,4,11,15,16,20,9,11,7
degreeCentrality,0.7619047619047611,0.09523809523809501,0.47619047619047605,0.42857142857142805,0.28571428571428503,1.095238095238095,0.33333333333333304,0.9047619047619041,1.0,0.9047619047619041,0.38095238095238004,0.5714285714285711,0.38095238095238004,0.6190476190476191,0.19047619047619002,0.5238095238095231,0.7142857142857141,0.7619047619047611,0.9523809523809521,0.42857142857142805,0.5238095238095231,0.33333333333333304
eigenvector,0.25931465898371003,0.03590126345399,0.19155371431074,0.16874173950718802,0.112313722345419,0.32105006915420403,0.12218584883025702,0.293388586987603,0.30946244932134603,0.289056300585734,0.143883323256593,0.212203920056543,0.15691781720515502,0.21015016590113,0.08886046407902501,0.19778364156702802,0.23881547800958303,0.262384092081872,0.292730896841887,0.14030085936953401,0.19850720917616402,0.134511211970336
email,"foo123@google.com,None",foo123@google.com,"foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None","foo123@google.com,None"
from_time,00:05:29,00:09:53,00:06:08,00:05:31,00:07:21,00:05:29,00:06:07,00:06:01,00:05:29,00:05:29,00:05:29,00:06:01,00:06:30,00:06:01,00:06:22,00:05:41,00:05:29,00:05:30,00:06:07,00:05:31,00:05:39,00:05:29
modularity,4,0,1,0,3,0,3,4,2,1,4,4,1,1,2,1,4,1,3,4,1,4
os,None,None,None,Windows,Mac,None,None,None,Linux,Windows,Windows,None,Windows,None,Windows,Windows,Windows,None,None,None,None,Linux
seng,None_google,google,None_google,None_google,None_google,None_google,None_google,None_google,None_google,None_google,google,None_google,None_google,None_google,google,None_google,None_google,None_google,None_google,None_google,None_google,None_google
to_date,00:14:53,00:09:53,00:13:48,00:12:19,00:14:06,00:14:54,00:14:53,00:14:54,00:14:54,00:14:54,00:14:54,00:14:54,00:14:54,00:14:54,00:13:29,00:14:53,00:14:24,00:14:53,00:14:54,00:13:52,00:13:52,00:13:40
total_time_hit,37,1,11,7,4,53,4,29,56,32,9,17,5,17,5,16,24,28,30,8,6,7
